row_id,price,spec_general_marque,spec_general_type_produit,spec_general_reference,spec_informations_impedance_nominale,spec_forme_materiaux_systeme_magnetique,spec_forme_materiaux_forme_facade,spec_parametres_petits_signaux_qts,spec_parametres_petits_signaux_qes,spec_parametres_petits_signaux_qms,spec_forme_materiaux_materiau_saladier,spec_forme_materiaux_materiau_suspension,spec_forme_materiaux_support_bobine,spec_forme_materiaux_fil_bobine,spec_forme_materiaux_materiau_dome,spec_informations_puissance_nominale_w,spec_informations_sensibilite_fabricant_db,spec_parametres_petits_signaux_fs_hz,spec_donnees_poids_kg,spec_parametres_fondamentaux_re_ohm,spec_donnees_xmax_mm,spec_parametres_fondamentaux_mms_gr,spec_donnees_ebp_hz,spec_parametres_petits_signaux_vas_l,spec_donnees_rendement_calcule_pct,spec_parametres_fondamentaux_le_mh,spec_parametres_fondamentaux_sd_cm2,spec_parametres_fondamentaux_bl_t_m,spec_dimensions_diametre_systeme_magnetique_mm,spec_informations_puissance_max_w,spec_dimensions_hauteur_entrefer_mm,spec_dimensions_hauteur_bobinage_mm,spec_donnees_rendement_pct
1265,137.0,SEAS,Haut parleur a cone,CA22RNX,8 ohm,Ferrite,Cylindrique,0.41,0.52,2.04,Acier,Caoutchouc,Aluminium,,,80.0,89.5,29.0,2.2,6.1,6.0,20.9,56.0,97.0,0.44,1.0,230.0,7.0,110.0,250.0,6.0,18.0,
1266,97.0,SEAS,Haut parleur a cone,CA22RNY,8 ohm,Ferrite,Cylindrique,0.3,0.36,1.69,Acier,Caoutchouc,Aluminium,,,90.0,91.0,34.0,,6.2,6.0,19.8,94.0,82.0,0.86,1.55,230.0,8.5,134.0,250.0,6.0,18.0,
1267,243.0,SEAS,Haut parleur a cone,CA26RE4X,8 ohm,Ferrite,Cylindrique,0.28,0.3,3.9,Acier,Caoutchouc,,,,80.0,91.0,25.0,2.2,6.1,4.0,38.5,83.0,164.0,0.82,3.08,350.0,11.6,110.0,300.0,6.0,14.0,
1268,278.0,SEAS,Haut parleur a cone,CA26RFX,8 ohm,Ferrite,Cylindrique,0.34,0.4,2.14,Acier,Caoutchouc,Aluminium,,,100.0,90.5,29.0,,6.3,7.0,36.1,73.0,129.0,0.76,1.95,350.0,10.7,134.0,300.0,6.0,20.0,
1269,165.0,SEAS,Haut parleur a cone,CD22RN4X,8 ohm,Ferrite,Cylindrique,0.24,0.26,3.28,Acier,Caoutchouc,,,,100.0,87.0,20.0,2.2,6.1,7.0,41.6,77.0,108.0,0.32,3.47,230.0,11.4,110.0,250.0,6.0,20.0,
1270,535.0,SEAS,Haut parleur a cone,,8 ohm,Ferrite,Cylindrique,0.4,0.49,2.2,Acier,Caoutchouc,Titanium,,,90.0,85.0,72.0,1.3,5.6,3.0,6.9,147.0,3.0,0.22,0.27,50.0,5.9,90.0,180.0,6.0,12.0,
1271,106.0,SEAS,Haut parleur a cone,ER15RLY,8 ohm,Ferrite,Cylindrique,0.32,0.41,1.55,Acier,Caoutchouc,,CCAW (alu recouvert de cuivre),,60.0,87.5,44.0,0.32,5.6,5.0,7.6,107.0,15.0,0.3,0.73,80.0,5.5,90.0,250.0,6.0,16.0,
1272,137.0,SEAS,Haut parleur a cone,ER18RNX,8 ohm,Ferrite,Cylindrique,0.32,0.39,1.58,Acier,Caoutchouc,,CCAW (alu recouvert de cuivre),,80.0,88.5,37.0,1.9,5.9,6.0,14.0,95.0,32.0,0.4,0.67,136.0,7.2,110.0,250.0,6.0,18.0,
1273,828.0,SEAS,Haut parleur bicone,Exotic F8,4 ohm,Alnico,Cylindrique,0.39,0.43,4.24,Acier,Mousse,Fibre de verre,Cuivre,,35.0,96.0,31.0,2.6,3.0,2.1,10.5,72.0,146.0,0.98,0.05,222.0,4.2,87.0,100.0,12.0,7.8,
1274,828.0,SEAS,Haut parleur bicone,Exotic F8,8 ohm,Alnico,Cylindrique,0.44,0.5,4.2,Acier,Mousse,Fibre de verre,Cuivre,,35.0,93.0,32.0,2.6,5.7,2.1,10.0,64.0,143.0,0.9,0.07,220.0,5.25,87.0,100.0,12.0,7.8,
1275,762.0,SEAS,Haut parleur a cone,Exotic W8,8 ohm,Alnico,Cylindrique,0.24,0.25,5.1,Acier,Mousse,Fibre de verre,Cuivre,,100.0,94.0,36.0,2.5,6.0,3.0,13.9,144.0,78.0,1.4,0.43,212.0,9.2,87.0,250.0,6.0,12.0,
1276,223.0,SEAS,Haut parleur bicone,FA22RCZ,8 ohm,Ferrite,Cylindrique,0.35,0.38,4.36,Acier,Caoutchouc,Fibre de verre,,,40.0,94.0,30.0,2.1,5.7,3.0,12.6,79.0,134.0,0.92,0.09,222.0,6.4,110.0,110.0,6.0,12.0,
1277,20.0,SEAS,Haut parleur a cone,FA6RBND/S,4 ohm,Neodymium,Carre,0.51,0.6,3.33,,,,,,10.0,85.67,109.0,85.0,3.96,4.3,1.81,182.0,0.5,0.11,0.13,17.35,2.9,27.0,,3.0,9.0,
1278,30.0,SEAS,Haut parleur a cone,FA8RCND/S,4 ohm,Neodymium,Carre,0.36,0.39,4.25,,,,,,10.0,86.0,72.0,0.12,3.4,4.0,2.8,185.0,1.4,0.13,0.14,23.8,3.3,33.0,12.0,3.0,8.8,
1279,158.0,SEAS,Haut parleur bicone,FEA18RCZ,8 ohm,Ferrite,Cylindrique,0.39,0.42,6.29,Acier,Caoutchouc,Fibre de verre,,,40.0,89.7,42.0,1.8,5.7,3.0,12.1,100.0,31.0,0.53,0.49,136.0,6.66,110.0,110.0,6.0,12.0,
1280,14.0,SEAS,Haut parleur a cone,FL4RCN/F,4 ohm,Neodymium,Carre,0.37,0.48,1.56,,,,,,3.0,84.08,140.0,60.0,3.64,2.7,1.21,292.0,0.13,0.08,0.09,9.08,2.8,32.0,,9.0,26.0,
1281,23.0,SEAS,Haut parleur a cone,FL6RBND/S,4 ohm,Neodymium,Carre,0.55,0.66,3.2,,,,,,10.0,84.54,117.0,87.0,3.88,4.35,2.39,177.0,0.33,0.08,0.13,17.35,3.2,27.0,,9.0,3.0,
1282,33.0,SEAS,Haut parleur a cone,FL8RCND/S,4 ohm,Neodymium,Carre,0.37,0.41,4.4,,,,,,10.0,86.0,70.0,0.12,3.3,4.6,3.0,171.0,1.42,0.12,0.14,23.8,3.2,33.0,12.0,3.0,8.8,
1283,373.0,Sica,Haut-parleur coaxial a deux entrees,10CX3PL,8+8 ohm,Neodymium,Cylindrique,0.29,0.31,4.13,Aluminium,Tissu,Fibre de verre,Aluminium,,400.0,97.2,59.0,4.3,5.7,6.0,34.3,190.0,36.1,2.3,0.84,346.4,15.32,141.0,800.0,10.0,17.0,2.32
1284,54.0,Sica,Haut parleur bicone,10D1.5CS,4 ohm,Ferrite,Cylindrique,0.84,0.89,15.48,Acier,Papier,Epotex,Cuivre,Tissu,100.0,94.9,69.0,2.4,3.05,1.0,19.1,78.0,42.5,1.51,0.29,330.0,5.33,102.0,200.0,,,1.5
1285,60.0,Sica,Haut parleur bicone,10D1.5CS,8 ohm,Ferrite,Cylindrique,1.12,1.23,12.27,Acier,Papier,Epotex,Cuivre,Tissu,100.0,93.9,68.0,,5.0,2.5,22.6,55.0,37.5,0.93,0.26,330.1,6.26,102.0,200.0,6.0,9.0,0.92
1286,46.0,Sica,Haut parleur bicone,10D1CS,8 ohm,Ferrite,Cylindrique,1.56,1.7,19.52,Acier,Papier,Epotex,Cuivre,Tissu,60.0,93.1,76.1,,6.87,1.5,15.2,45.0,43.9,1.1,0.26,330.0,5.44,86.0,120.0,,,1.1
1287,90.0,Sica,Haut parleur a cone,10FE2.5CP,4 ohm,Ferrite,Cylindrique,0.3,0.32,5.01,Aluminium,Tissu,Fibre de verre,Aluminium,Papier,300.0,96.2,51.0,5.6,3.1,,34.8,159.0,47.7,1.9,0.34,346.4,10.4,145.0,600.0,8.0,12.0,1.92
1288,238.0,Sica,Haut parleur a cone,10K3PL,8 ohm,Neodymium,Cylindrique,0.26,0.27,5.02,Aluminium,Tissu,Kapton,Aluminium,Papier,400.0,96.7,50.6,,5.2,6.5,42.1,187.0,40.0,1.85,0.49,346.4,16.05,126.7,800.0,10.0,20.0,1.85
1289,344.0,Sica,Haut parleur a cone,10K4PL,8 ohm,Neodymium,Cylindrique,0.25,0.26,8.99,Aluminium,Tissu,Fibre de verre,Cuivre,Papier,800.0,95.8,58.5,6.3,6.1,4.5,53.9,225.0,23.4,1.73,0.4,346.4,21.62,135.0,1600.0,12.0,19.0,1.75
1290,121.0,Sica,Haut parleur a cone,10L2.5SL,4 ohm,Neodymium,Cylindrique,0.3,0.31,6.11,Acier,Tissu,Fibre de verre,Aluminium,Papier,250.0,96.7,56.5,2.5,3.62,3.0,25.8,182.0,46.9,2.62,0.56,330.0,10.4,84.0,500.0,,,2.66
1291,183.0,Sica,Haut parleur a cone,10N2.5PL,8 ohm,Neodymium,Cylindrique,0.36,0.39,4.25,Aluminium,Tissu,Kapton,Aluminium,Papier,300.0,96.6,57.0,2.7,5.5,4.5,32.5,146.0,40.9,1.87,0.5,346.4,12.8,84.0,600.0,,,1.87
1292,168.0,Sica,Haut parleur a cone,10S3CP,8 ohm,Ferrite,Cylindrique,0.31,0.34,4.02,Aluminium,Tissu,Fibre de verre,Cuivre,Papier,450.0,93.8,43.0,,5.1,7.0,58.5,126.0,39.9,0.9,1.19,346.4,15.5,165.0,900.0,10.0,24.0,0.91
1293,168.0,Sica,Haut parleur a cone,10S3CP,4 ohm,Ferrite,Cylindrique,0.28,0.3,4.55,Aluminium,Tissu,Fibre de verre,Cuivre,Papier,450.0,94.8,44.0,,3.1,7.0,43.5,147.0,51.3,1.4,0.65,346.4,11.16,165.0,900.0,10.0,19.0,1.41
1294,233.0,Sica,Haut parleur a cone,10S3PL,8 ohm,Neodymium,Cylindrique,0.27,0.28,4.8,Aluminium,Tissu,Fibre de verre,Cuivre,Papier,400.0,94.5,43.0,,5.1,7.0,58.5,154.0,39.9,1.09,1.18,346.4,16.86,100.0,800.0,10.0,24.0,1.08
1295,140.0,Sica,Haut parleur a cone,10SR2.5CP,8 ohm,Ferrite,Cylindrique,0.32,0.34,6.35,Aluminium,Caoutchouc,Fibre de verre,Cuivre,Papier,300.0,93.0,34.5,,5.2,6.0,56.5,101.0,66.7,0.78,1.16,353.0,13.7,145.0,600.0,8.0,18.0,0.78
1296,120.0,Sica,Haut parleur a cone,10SR2.5CP,4 ohm,Ferrite,Cylindrique,0.32,0.42,6.87,Aluminium,Caoutchouc,Fibre de verre,Cuivre,Papier,300.0,91.5,35.3,5.0,3.28,5.3,65.5,84.0,54.9,0.56,0.8,353.0,11.97,145.0,600.0,8.0,18.0,0.7
1297,110.0,Sica,Haut parleur a cone,10SR2PL,8 ohm,Neodymium,Cylindrique,0.48,0.51,8.53,Aluminium,Caoutchouc,Fibre de verre,Cuivre,Papier,150.0,90.6,33.0,2.6,6.2,6.5,50.9,65.0,82.3,0.56,0.9,353.0,11.18,75.0,300.0,8.0,21.0,0.53
1298,108.0,Sica,Haut-parleur coaxial a une entree,12C2CP,8 ohm,Ferrite,Cylindrique,0.49,0.56,5.63,Aluminium,Tissu,Kapton,Cuivre,,150.0,98.0,63.0,4.2,6.2,4.5,36.7,113.0,70.0,3.01,0.83,530.9,12.53,134.0,300.0,8.0,14.0,2.91
1299,248.0,Sica,Haut-parleur coaxial a deux entrees,12CX3CP,8+8 ohm,Ferrite,Cylindrique,0.33,0.35,7.21,Aluminium,Tissu,Fibre de verre,Cuivre,,400.0,98.0,49.0,8.3,5.0,4.5,58.0,140.0,72.8,2.35,1.02,530.9,16.06,181.0,800.0,10.0,15.0,2.38
1300,89.0,Sica,Haut parleur bicone,12D1.5CS,8 ohm,Ferrite,Cylindrique,0.75,0.78,18.3,Acier,Papier,Kapton,Cuivre,Tissu,130.0,96.9,62.0,,5.1,2.7,35.5,79.0,63.5,1.87,0.35,490.9,9.51,134.0,260.0,8.0,9.0,1.87
1301,89.0,Sica,Haut parleur bicone,12D1.5CS,4 ohm,Ferrite,Cylindrique,0.64,0.68,12.81,Acier,Papier,Kapton,Cuivre,Tissu,130.0,96.4,66.3,4.1,3.57,3.0,34.6,98.0,56.8,2.34,0.26,490.9,8.72,134.0,260.0,8.0,9.0,2.35
1302,90.0,Sica,Haut parleur bicone,12D1.5CS,16 ohm,Ferrite,Cylindrique,1.09,1.16,18.28,Acier,Papier,Kapton,Cuivre,Tissu,130.0,96.0,72.5,4.5,10.0,2.6,35.0,63.0,46.6,1.47,0.44,490.9,11.77,134.0,260.0,8.0,9.0,1.54
1303,93.0,Sica,Haut parleur a cone,12E2CS,8 ohm,Ferrite,Cylindrique,0.38,0.43,3.06,Acier,Tissu,Aluminium,Cuivre,Papier,200.0,96.2,43.7,,6.0,4.0,44.6,102.0,101.8,1.9,0.82,490.9,13.05,134.0,400.0,8.0,13.0,1.9
1304,227.0,Sica,Haut parleur a cone,12F4CP,8 ohm,Ferrite,Cylindrique,0.2,0.21,6.24,,Tissu,Kapton,Cuivre,Papier,700.0,97.8,46.0,11.7,5.2,6.0,92.1,219.0,52.0,2.32,1.33,530.9,26.01,220.0,1400.0,10.0,18.0,2.38
1305,122.0,Sica,Haut parleur a cone,12FE2.5CP,8 ohm,Ferrite,Cylindrique,0.48,0.53,5.8,Aluminium,Tissu,Fibre de verre,Aluminium,Papier,250.0,96.9,51.0,5.4,5.4,3.5,48.5,96.0,80.6,1.94,0.5,530.9,12.63,145.0,500.0,8.0,12.0,1.95
1306,146.0,Sica,Haut parleur a cone,12FE3CP,8 ohm,Ferrite,Cylindrique,0.36,0.38,5.71,Aluminium,Tissu,Fibre de verre,Aluminium,Papier,400.0,96.8,47.0,,5.6,6.0,58.1,124.0,79.0,2.08,0.73,530.9,15.87,165.0,800.0,10.0,17.0,2.05
1307,111.0,Sica,Haut parleur a cone,12FE3CP,4 ohm,Ferrite,Cylindrique,0.33,0.35,9.28,Aluminium,Tissu,Fibre de verre,Aluminium,Papier,400.0,96.6,47.0,7.8,3.25,5.0,59.2,134.0,77.4,2.21,0.52,530.9,12.78,165.0,800.0,10.0,18.0,2.22
1308,213.0,Sica,Haut parleur a cone,12K3PL,8 ohm,Neodymium,Cylindrique,0.44,0.46,9.04,Aluminium,Tissu,Fibre de verre,Aluminium,Papier,400.0,96.9,53.0,,5.1,5.5,59.5,115.0,60.7,1.89,0.6,530.9,14.8,126.7,800.0,10.0,21.0,60.7
1309,211.0,Sica,Haut parleur a cone,12K3PL,4 ohm,Neodymium,Cylindrique,0.37,0.39,11.71,Aluminium,Tissu,Fibre de verre,Aluminium,Papier,400.0,96.6,54.5,3.4,3.19,5.0,62.4,140.0,54.7,2.18,0.32,530.9,13.27,126.7,800.0,,,2.19
1310,319.0,Sica,Haut parleur a cone,12K4PL,8 ohm,Neodymium,Cylindrique,0.24,0.25,4.41,Aluminium,Tissu,Kapton,Cuivre,Papier,1000.0,97.1,48.0,5.0,5.2,7.0,93.6,192.0,46.3,1.97,0.74,530.9,24.7,135.0,2000.0,12.0,21.0,1.99
1311,148.0,Sica,Haut parleur a cone,12L12.5SL,16 ohm,Neodymium,Cylindrique,0.49,0.52,9.78,Acier,Tissu,Kapton,Cuivre,Papier,300.0,95.7,49.0,2.9,12.33,4.6,49.8,94.0,72.2,1.57,1.6,490.9,19.1,84.0,600.0,8.0,18.0,1.53
1312,148.0,Sica,Haut parleur a cone,12L2.5SL,4 ohm,Neodymium,Cylindrique,0.3,0.35,1.93,Acier,Tissu,Aluminium,Cuivre,Papier,250.0,97.0,50.2,3.0,3.1,4.0,51.0,143.0,67.4,2.34,0.62,490.9,11.92,84.0,500.0,8.0,16.0,6.5
1313,149.0,Sica,Haut parleur a cone,12N2.5PL,4 ohm,Neodymium,Cylindrique,0.44,0.46,8.04,Acier,Tissu,Kapton,Aluminium,Papier,250.0,97.2,52.5,2.8,3.1,3.2,44.6,114.0,82.0,2.48,0.33,530.9,9.92,84.0,500.0,8.0,12.0,2.47
1314,190.0,Sica,Haut parleur a cone,12N3PL,8 ohm,Neodymium,Cylindrique,0.3,0.31,7.5,Aluminium,Tissu,Fibre de verre,Aluminium,Papier,400.0,98.5,46.0,3.9,5.0,5.5,56.5,148.0,87.9,2.65,0.8,530.9,16.0,100.0,800.0,10.0,21.0,2.68
1315,148.0,Sica,Haut parleur a cone,12PFS3,8 ohm,Ferrite,Cylindrique,0.47,0.51,5.35,Aluminium,Tissu,Fibre de verre,Cuivre,Papier,500.0,93.6,43.0,6.7,5.1,7.0,93.7,84.0,58.5,0.88,1.07,530.9,15.89,165.0,1000.0,10.0,24.0,0.86
1316,94.0,Sica,Haut parleur a cone,12S2.5CS,4 ohm,Ferrite,Cylindrique,0.28,0.29,7.13,Acier,Tissu,Fibre de verre,Cuivre,Papier,300.0,94.3,34.0,,3.12,4.0,76.8,117.0,97.5,1.27,1.12,490.9,13.34,154.0,600.0,8.0,16.0,1.27
1317,122.0,Sica,Haut parleur a cone,12S2.5CS,8 ohm,Ferrite,Cylindrique,0.26,0.27,10.88,Acier,Tissu,Fibre de verre,Cuivre,Papier,300.0,93.8,31.9,5.5,5.7,6.0,94.0,118.0,90.6,1.05,3.36,490.9,19.96,154.0,600.0,8.0,20.0,1.04
1318,200.0,Sica,Haut parleur a cone,12S3PL,4 ohm,Neodymium,Cylindrique,0.35,0.36,11.13,Aluminium,Tissu,Fibre de verre,Cuivre,Papier,400.0,94.9,44.9,3.8,3.14,6.0,87.0,125.0,57.6,1.4,0.84,530.9,14.65,100.0,800.0,10.0,24.0,1.4
1319,147.0,Sica,Haut parleur a cone,12SR3CP,8 ohm,Ferrite,Cylindrique,0.4,0.46,2.96,Aluminium,Caoutchouc,Fibre de verre,Cuivre,Papier,450.0,92.2,37.0,,5.2,8.0,104.0,80.0,60.9,0.65,1.29,490.9,16.57,165.0,900.0,10.0,20.0,0.65
1320,147.0,Sica,Haut parleur a cone,12SR3CP,4 ohm,Ferrite,Cylindrique,0.35,0.39,3.31,Aluminium,Caoutchouc,Fibre de verre,Cuivre,Papier,450.0,92.0,37.3,,3.12,5.5,105.7,96.0,58.6,0.75,0.9,490.9,13.99,165.0,900.0,10.0,20.0,0.74
1321,244.0,Sica,Haut parleur a cone,12SR3PL,8 ohm,Neodymium,Cylindrique,0.42,0.45,5.9,Aluminium,Caoutchouc,Fibre de verre,Cuivre,Papier,400.0,91.8,36.0,,5.3,7.0,108.5,80.0,60.4,0.61,1.15,490.9,17.02,99.8,800.0,10.0,24.0,0.61
1322,379.0,Sica,Haut-parleur coaxial a deux entrees,15CX3PL,8+8 ohm,Neodymium,,0.4,0.42,12.88,Aluminium,Tissu,Fibre de verre,Aluminium,,400.0,99.1,44.5,,5.1,5.5,87.2,106.0,152.4,3.07,1.12,855.3,17.26,136.0,800.0,10.0,17.0,3.1
1323,133.0,Sica,Haut parleur a cone,15E2.5CS,4 ohm,Ferrite,Cylindrique,0.37,0.41,3.53,Acier,Tissu,Aluminium,Cuivre,Papier,250.0,97.3,45.1,,3.55,3.5,72.3,110.0,138.8,2.99,0.62,754.8,13.26,154.0,500.0,8.0,12.0,3.01
1324,104.0,Sica,Haut parleur a cone,15E2.5CS,8 ohm,Ferrite,Cylindrique,0.51,0.6,3.42,Acier,Tissu,Aluminium,Cuivre,Papier,250.0,96.2,47.0,6.0,6.7,3.4,70.2,78.0,135.0,2.25,1.08,754.7,15.02,154.0,500.0,8.0,13.0,2.13
1325,250.0,Sica,Haut parleur a cone,15F4CP,8 ohm,Ferrite,Cylindrique,0.25,0.26,7.42,Aluminium,Tissu,Kapton,Cuivre,Papier,700.0,99.1,41.0,,5.1,7.0,130.0,158.0,120.4,3.07,1.48,855.3,25.9,220.0,1400.0,10.0,21.0,3.12
1326,166.0,Sica,Haut parleur a cone,15FE3CP,8 ohm,Ferrite,Cylindrique,0.33,0.34,9.52,Aluminium,Tissu,Fibre de verre,Cuivre,Papier,400.0,99.4,40.2,9.0,5.2,5.5,91.0,118.0,170.4,3.13,1.22,855.3,19.1,180.0,700.0,10.0,17.0,3.42
1327,330.0,Sica,Haut parleur a cone,15K3PL,8 ohm,Neodymium,Cylindrique,0.27,0.28,8.31,Aluminium,Tissu,Kapton,Cuivre,Papier,400.0,99.7,40.0,,5.2,6.5,99.0,143.0,166.1,3.65,0.6,855.3,21.4,126.7,800.0,10.0,20.0,3.66
1328,330.0,Sica,Haut parleur a cone,15K3PL,4 ohm,Neodymium,Cylindrique,0.26,0.27,8.14,Aluminium,Tissu,Kapton,Cuivre,Papier,400.0,99.8,43.2,4.4,3.19,4.5,89.2,160.0,157.3,4.51,0.27,855.3,17.05,126.7,800.0,,,4.6
1329,393.0,Sica,Haut parleur a cone,15K4PL,4 ohm,Neodymium,Cylindrique,0.26,0.26,12.72,Aluminium,Tissu,Kapton,Cuivre,Papier,1000.0,98.8,46.8,5.5,3.15,5.3,126.5,180.0,94.6,3.59,0.6,855.3,21.2,135.0,2000.0,12.0,21.0,3.6
1330,393.0,Sica,Haut parleur a cone,15K4PL,8 ohm,Neodymium,Cylindrique,0.29,0.3,13.8,Aluminium,Tissu,Kapton,Cuivre,Papier,1200.0,99.2,45.2,5.5,5.2,6.5,118.0,151.0,105.0,3.11,0.84,855.3,24.2,135.0,2400.0,12.0,21.0,3.27
1331,141.0,Sica,Haut parleur a cone,15L2.5SL,8 ohm,Neodymium,Cylindrique,0.42,0.53,2.06,Acier,Tissu,Aluminium,Cuivre,Papier,250.0,96.7,45.0,3.3,6.2,4.0,73.9,85.0,133.8,2.21,0.76,754.8,15.67,84.0,500.0,8.0,16.0,2.27
1332,129.0,Sica,Haut parleur a cone,15L2.5SL,4 ohm,Neodymium,Cylindrique,0.46,0.54,3.07,Acier,Tissu,Aluminium,Cuivre,Papier,250.0,97.5,45.8,,3.12,4.0,61.6,85.0,156.6,2.68,0.52,754.8,10.07,84.0,500.0,,,2.68
1333,163.0,Sica,Haut parleur a cone,15L3SL,4 ohm,Neodymium,Cylindrique,0.35,0.36,111.81,Acier,Tissu,Kapton,Cuivre,Papier,350.0,98.2,43.6,4.4,3.1,4.5,78.7,121.0,137.0,3.03,0.61,754.8,13.67,127.0,700.0,10.0,19.0,3.06
1334,200.0,Sica,Haut parleur a cone,15L3SL,8 ohm,Neodymium,Cylindrique,0.4,0.42,6.88,Acier,Tissu,Kapton,Cuivre,Papier,350.0,97.2,42.0,4.4,6.1,4.0,80.4,100.0,144.0,2.44,1.12,754.8,17.54,127.0,700.0,10.0,18.0,2.43
1335,239.0,Sica,Haut parleur a cone,15PFS4,8 ohm,Ferrite,Cylindrique,0.34,0.37,4.87,Aluminium,Tissu,Fibre de verre,Cuivre,Papier,1200.0,95.8,39.0,12.3,5.3,9.0,166.5,105.0,103.9,1.6,1.8,855.3,24.24,220.0,2400.0,12.0,27.0,1.61
1336,124.0,Sica,Haut parleur a cone,15S2.5CS,4 ohm,Ferrite,Cylindrique,0.4,0.41,11.5,Acier,Tissu,Fibre de verre,Cuivre,Papier,250.0,94.6,38.1,,3.72,5.0,112.0,93.0,125.3,1.63,2.06,754.8,15.58,154.0,500.0,,,1.62
1337,124.0,Sica,Haut parleur a cone,15S2.5CS,8 ohm,Ferrite,Cylindrique,0.4,0.41,17.94,Acier,Tissu,Fibre de verre,Cuivre,Papier,250.0,95.8,36.3,,6.3,7.0,91.4,89.0,168.7,1.89,3.37,754.8,18.09,154.0,500.0,,,1.91
1338,252.0,Sica,Haut parleur a cone,15S3PL,8 ohm,Neodymium,Cylindrique,0.38,0.39,14.1,Aluminium,Tissu,Fibre de verre,Cuivre,Papier,400.0,97.2,33.0,,5.2,8.0,105.0,85.0,230.0,2.04,1.15,855.3,17.1,100.0,800.0,10.0,24.0,2.06
1339,338.0,Sica,Haut parleur a cone,15S4PL,8 ohm,Neodymium,Cylindrique,0.28,0.28,14.5,Aluminium,Tissu,Fibre de verre,Cuivre,Papier,1200.0,98.1,38.0,,5.1,8.5,134.1,136.0,135.9,2.56,1.38,855.3,23.84,135.0,2400.0,12.0,27.0,2.5
1340,338.0,Sica,Haut parleur a cone,15S4PL,4 ohm,Neodymium,Cylindrique,0.3,0.3,13.25,Aluminium,Tissu,Fibre de verre,Cuivre,Papier,1000.0,96.2,37.4,,3.67,6.5,134.0,125.0,139.6,2.34,1.01,855.3,19.5,135.0,2000.0,12.0,25.0,2.31
1341,278.0,Sica,Haut parleur a cone,18F4CP,8 ohm,Ferrite,Cylindrique,0.36,0.38,6.23,Aluminium,Tissu,Fibre de verre,Cuivre,Papier,700.0,97.3,38.6,12.6,6.1,9.0,194.0,102.0,168.7,2.46,1.88,1164.2,27.44,220.0,1400.0,10.0,22.0,2.45
1342,278.0,Sica,Haut parleur a cone,18F4CP,4 ohm,Ferrite,Cylindrique,0.28,0.29,9.03,Aluminium,Tissu,Fibre de verre,Cuivre,Papier,700.0,97.9,36.9,13.9,3.25,6.0,196.2,127.0,181.9,3.03,1.03,1164.2,22.55,220.0,1400.0,,,3.02
1343,378.0,Sica,Haut parleur a cone,18K4PL,8 ohm,Neodymium,Cylindrique,0.32,0.35,4.62,Aluminium,Tissu,Fibre de verre,Cuivre,Papier,1200.0,97.8,36.8,,6.0,6.5,178.8,105.0,201.0,2.75,1.6,1164.2,26.8,135.0,2400.0,12.0,22.0,2.78
1344,277.0,Sica,Haut parleur a cone,18PF4,8 ohm,Ferrite,Cylindrique,0.43,0.47,6.46,Aluminium,Tissu,Fibre de verre,Cuivre,Papier,1200.0,96.3,38.0,13.0,5.2,8.0,229.2,81.0,147.3,1.66,1.85,1164.2,24.6,220.0,2400.0,12.0,27.0,1.67
1345,354.0,Sica,Haut parleur a cone,18S4CP,8 ohm,Ferrite,Cylindrique,0.35,0.39,3.94,Aluminium,Tissu,Fibre de verre,Cuivre,,1200.0,97.1,33.0,7.2,5.2,11.0,198.6,85.0,225.0,2.0,1.81,1164.2,23.5,220.0,2400.0,12.0,27.0,2.01
1346,378.0,Sica,Haut parleur a cone,18S4PL,8 ohm,Neodymium,Cylindrique,0.39,0.42,6.56,Aluminium,Tissu,Fibre de verre,Cuivre,Papier,1200.0,97.3,36.2,7.2,5.2,8.0,197.0,86.0,189.0,2.05,1.35,1164.2,23.54,135.0,2400.0,12.0,27.0,2.07
1347,452.0,Sica,Haut parleur a cone,21S4PL,4 ohm,Neodymium,Cylindrique,0.43,0.48,4.19,Aluminium,Tissu,Fibre de verre,Cuivre,Papier,1000.0,97.0,38.7,10.5,3.51,6.5,288.2,81.0,229.8,2.67,1.6,1661.9,22.56,135.0,2000.0,17.0,25.0,2.65
1348,24.0,Sica,Haut parleur a cone,2.5H0.8SL,8 ohm,Neodymium,Non cylindrique,0.92,1.11,5.23,Acier,Tissu,Kapton,Cuivre,Papier,20.0,85.6,185.0,,5.0,1.3,1.5,167.0,0.2,0.11,0.12,18.9,2.8,40.0,40.0,3.0,5.0,1.14
1349,24.0,Sica,Haut parleur a cone,2H0.8SL,8 ohm,Neodymium,Non cylindrique,1.01,1.28,4.92,Acier,Tissu,Epotex,Cuivre,Papier,20.0,86.4,145.0,0.1,5.5,1.5,2.0,113.0,0.8,0.19,0.11,30.2,2.8,40.0,40.0,3.0,4.0,0.18
1350,21.0,Sica,Haut parleur a cone,3.5F1CS,8 ohm,Ferrite,Non cylindrique,0.57,0.63,6.52,Aluminium,Caoutchouc,Kapton,Cuivre,Papier,45.0,88.5,107.0,,5.0,1.5,3.3,170.0,1.4,0.27,0.21,38.5,4.2,72.0,90.0,4.0,6.0,0.26
1351,22.0,Sica,Haut parleur a cone,3.5H1CS,8 ohm,Ferrite,Non cylindrique,0.53,0.57,6.95,Aluminium,Caoutchouc,Kapton,Cuivre,Papier,45.0,86.1,85.0,0.46,6.1,2.5,4.1,149.0,1.8,0.19,0.4,38.5,4.83,72.0,90.0,4.0,9.0,0.19
